product_name,ingredients_text,serving_size
Glaze Organic Sweeter & Thicker Balsamic Reduction,"Organic grape must, ""aceto balsamico di modena igp"" organic (39%), organic wine vinegar.",15 ml (1 Tbsp)
"De Nigris, Balsamic Vinegar","Concentrated grape must, wine vinegar.",15 ml (1 Tbsp)
"White Eagle, Balsamic Vinegar Of Modena","Wine vinegar, concentrated grape must, caramel.",15 ml (1 Tbsp)
"De Nigris, Aged Balsamic Vinegar","Concentrated grape must, wine vinegar, caramel.",15 ml (1 Tbsp)
"De Nigris, Balsamic Vinegar","Wine vinegar, concentrated grape must, caramel, 6% acidity.",15 ml (1 Tbsp)
Organic Apple Cider Vinegar,"Certified organic, raw apple cider vinegar",15 ml (1 Tbsp)
"De Nigris, White Wine Vinegar With Balsamic Vinegar","Wine vinegar, concentrated grape must, balsamic vinegar of modena (wine vinegar, concentrated grape must, caramel) 2%.",15 ml (1 Tbsp)
Barbecue Sauce,"Vinegar, water, tomato concentrate, tomato paste, sugar, apples, salt,  high fructose corn syrup, corn syrup, red pepper and spices.",33 g (2 Tbsp)
Hot Barbecue Sauce,"Vinegar, water, tomato concentrate, tomato paste, sugar, apples, salt, high fructose corn syrup, corn syrup, red pepper and spices.",33 g (2 Tbsp)
Special Barbecue Sauce,"Tomato concentrate, tomato paste, water, vinegar, sugar, apples, salt, high fructose corn syrup, corn syrup, jalapenos, red pepper and spices.",36 g (2 Tbsp)
Special Blend Taco Sauce,"Tomato, red pepper, jalapeno pepper, special spices.",30 g (2 Tbsp)
Belgian Large Coconut Macaroons,"Coconut, sugar*, glucose syrup*, egg white, potato starch*, dextrose*.",32 g (1 MACAROON)
"Syrup, Wild Blueberry","Blueberries, cane sugar syrup, blueberry flavor with other natural flavors, modified corn starch and citric acid.",60 ml (0.25 cup)
Penne Pasta,"Durum wheat semolina, niacin, iron ferrous lactate), thiamin mononitrate, riboflavin, folic acid.",58 g (0.75 cup)
Cut Ziti Pasta,"Durum wheat semolina, niacin, iron (ferrous lactate). thiamin mononitrate, riboflavin, folic acid.",58 g (0.75 cup)
Double Dip Penuts,"Milk chocolate (sugar, cocoa butter, milk, chocolate liquor, soy lecithin (an emulsifier), and artificial falvor (vanillin)) and peanuts.",30 g (9 PC'S)
Chunky Salsa,"Tomato puree (water, tomato paste), tomatoes, onions, bell peppers, jalapeno peppers, salt, distilled vinegar, garlic, coriander, oregano, paprika.",30 g (2 Tbsp)
"The Foreign Candy Company, Rip Rolls Candy, Blue Raspberry","Sugar, wheat flour, tapioca syrup, malic acid, pineapple juice (from concentrate), artificial flavor, and artificial color (blue 1).",40 g (1 ROLL)
Okra Soup,"Tomatoes, okra, onion, green bell peppers, basil, lemon juice, sugar, garlic, parsley, pepper, salt, thyme and bay leaves.",237 ml (1 cup)
Sorbet Gourmet,"Raspberry puree, water, sugar, lemon juice, pectin, guar",96 g (0.5 cup)
"Sorbet, Dutch Chocolate","Coconut cream, water, sugar, dutch cocoa, pectin, guar.",96 g (0.5 cup)
"Sorbet, Mixed Berry","Mixed berry puree, (raspberries, strawberries, blueberries), sugar, water, lemon juice, pectin, guar",96 g (0.5 cup)
Sorbet,"Lemon juice, sugar, brown rice syrup, lemon pulp, pectin, guar, natural lemon flavor.",96 g (0.5 cup)
"Sorbet, Coconut","Coconut cream, water, sugar, brown rice syrup, coconut, natural flavor, pectin, guar",88 g (0.5 cup)
sharon's sorbet mango,"Mango puree, water, cane sugar, lemon juice, pectin, guar.",1/2 cup (96g)
"Squire Bone Village, Christmas Tree Lollipop, Peppermint","Sugar, glucose syrup, citric acid, artificial flavor, artificial colors red 40, yellow 5, blue 1, titanium dioxide.",78 g (1 POP)
"Phong Kee, Hot Roasted Peanuts","Peanuts, sugar, vegetable oil, wheat flour and salt.",28.4 g (1 ONZ)
Jalapeno Slices,"Jalapeno peppers, water, vinegar, slat, dehydrated onions, dehydrated garlic, calcium chloride, 0.1% sodium benzoate (preservative), and yellow 5.",28 g (1 oz)
Sliced Jalapeno Peppers,"Jalapeno peppers, water, vinegar, salt, dehydrated onions, dehydrated garlic, calcium chloride, 0.1% sodium benzoate (preservative), and yellow 5.",15 g (1 Tbsp)
Hamburger Dill Chips,"Cucumbers, water, vinegar, salt, calcium chloride, 0.1% sodium benzoate (preservative), alum, natural flavors, polysorbate 80, and yellow 5.",28 g (1 oz)
Sandwich Stuffers Kosher Dill,"Cucumbers, water, vinegar, salt, calcium chloride, 0.1% sodium benzoate (preservative), natural flavors, polysorbate 80, and yellow 5.",28 g (1 oz)
Kosher Dill Spears,"Cucumber, water, vinegar, salt, calcium chloride, 0.1% sodium benzoate (preservative), natural flavors, polysorbate 80, and yellow 5.",28 g (1 oz)
Kosher Baby Dills,"Cucumber, water, vinegar, salt, calcium chloride, 0.1% sodium benzoate (preservative), natural flavors, polysorbate 80, potassium metabisulfite (preservative), and yellow 5.",28 g (1 oz)
Kosher Dills,"Cucumber, water, vinegar, salt, calcium chloride 0.1% sodium benzoate (preservative), natural flavors, polysorbate 80, and yellow 5.",28 g (1 oz)
Pepperoncini,"Imported peppers water, vinegar, salt, citric acid, calcium chloride, 0.1% sodium benzoate (preservative), sodium bisulfite (preservative), and yellow 5.",28 g (1 oz)
Sliced Pepperoncini,"Imported peppers, water, vinegar, salt, citric acid, calcium chloride, 0.1% sodium benzoate (preservative), sodium bisulfite (preservative), and yellow 5.",28 g (1 oz)
Hot Banana Pepper Rings,"Banana peppers, water, vinegar, salt, calcium chloride, 0.1% sodium benzoate (preservative), polysorbate 80, sodium bisulfite (preservative), turmeric, and natural flavors.",28 g (1 oz)
Mild Banana Pepper Rings,"Banana peppers, water, vinegar, salt, calcium chloride, 0.1% sodium benzoate (preservative), polysorbate 80, sodium bisulfite (preservative), and turmeric.",28 g (1 oz)
Polish Dill Spears Made With Sea Salt,"Cucumbers, water, vinegar, sea salt, calcium chloride, 0.1% sodium benzoate (preservative), natural flavors, polysorbate 80, and yellow 5.",28 g (1 oz)
Petite Snack Crunchers Kosher Dills,"CUCUMBERS, WATER, VINEGAR, SALT, CALCIUM CHLORIDE, 0.1% SODIUM BENZOATE (PRESERVATIVE), NATURAL FLAVORS, POLYSORBATE 80, POTASSIUM METABISULFITE (PRESERVATIVE), YELLOW 5",1 oz (28 g)
Kosher Dill Spears Pickles,"Cucumbers, water, vinegar, salt, calcium chloride, 0.1% sodium benzoate (preservative), natural flavors, polysorbate 80, and turmeric (for color)",28 g (1 SPEAR | ABOUT)
Kosher Baby Dills,"Cucumbers, water, vinegar, salt, calcium chloride, 0.1% sodium benzoate (preservative), natural flavors, polysorbate 80, potassium metabisulfite (preservative), and yellow 5.",28 g (1 oz)
Delicatessen Style Pepperoncini,"Imported peppers, water, vinegar, salt, citric acid, calcium chloride, 0.1% sodium benzoate (preservative), and yellow 5.",28 g (4 PEPPERS | ABOUT)
Roasted Red Peppers,"Roasted red bell peppers, water, salt, sugar, citric acid and calcium chloride.",28 g (1 oz)
Marinated Roasted Peppers Olive Oil & Garlic,"Roasted red bell peppers, water, vinegar, sugar, garlic, salt, olive oil, citric acid and calcium chloride.",28 g (1 oz)
Bread & Butter Chips,"Cucumbers, sugar, water, vinegar, salt, mustard seeds, onion flakes, calcium chloride, 0.1% sodium benzoate (preservative), celery seeds, and yellow 5.",28 g (1 oz)
Sweet Gherkins Pickles,"Cucumbers, sugar, vinegar, water, salt, calcium chloride, alum, 0.1% sodium benzoate (preservative), natural flavors, polysorbate 80, and yellow 5.",28 g (1 oz)
Kosher Petite Dills Simply Pickles,"Cucumbers, water, vinegar, sea salt, calcium chloride (firming agent), natural flavors, polysorbate 80, and turmeric (for color).",28 g (3 PICKLES | ABOUT)
"Simply Pickles, Kosher Dill Sandwich Stuffers","Cucumber, water, vinegar, salt, calcium chloride (firming agent), natural flavors, polysorbate 80, and turmeric (for color).",28 g (1 oz)
"Simply Pickles, Bread & Butter Sandwich Stuffers","Cucumbers, sugar, water, vinegar, salt, mustard seeds, onion flakes, calcium chloride (firming agent), celery seeds, polysorbate 80,and turmeric (for color).",28 g (1 oz)
"Mini Stuffers, Hamburger Dill Chips Made With Sea Salt","Cucumbers, water, vinegar, sea salt,calcium chloride, 0.1% sodium benzoate (preservative), natural flavors, polysorbate 80, and yellow 5.",28 g (1 oz)
"Simply Pickles, Kosher Dill Spears","Cucumbers,water,vinegar, sea salt, calcium chloride (firming agent), natural flavors, polysorbate 80, and turmeric (for color).",28 g (1 oz)
Kosher Dills,"CUCUMBERS, WATER, VINEGAR, SALT, CALCIUM CHLORIDE, 0.1% SODIUM BENZOATE (PRESERVATIVE), NATURAL FLAVORS, POLYSORBATE 80, YELLOW 5.  ",1/4 pickle (28 g)
"Kosher Spears, Zesty Garlic","Cucumbers, water, vinegar, salt, garlic flakes, calcium chloride, 0.1% sodium benzoate (preservative), natural flavors, polysorbate 80, and yellow 5.",28 g (1 oz)
Hot Jamaican Jerk Curry Seasoning,"Tumeric, allspice, pepper, coriander, fenugreek, salt, cumin, garlic, onion, nutmeg, cinnamon, thyme, and spices.",170 g (6 oz)
Butter Beans,"Butter beans, water, salt, ascorbic acid.",130 g (0.5 cup)
"Blue Mountain Country, Garlic Escallion Allspice Seasoning","Wheat, salt, pepper, garlic, escallion, pimento, calcium bicarbonate to prevent caking and other spices.",1 g (0.25 tsp)
Oxtail Seasoning,"Salt, red pepper, sugar, thyme, celery, paprika, garlic, onion, and other spices.",1 g (0.25 tsp)
"Blue Mountain Country, Chicken Seasoning","Wheat, salt, paprika, allspice, red pepper garlic, onion, and other spices.",1 g (0.25 tsp)
Jamaican Jerk Seasoning,"Escallion, hot peppers, onions, pimento, garlic, black pepper, thyme, water, salt",17 g (1 tsp)
Country Brand Souse,"Pork snouts, water, pork tongues, pork, pork livers, spices, salt, vinegar, sodium lactate, sugar, gelatin, monosodium glutamate, sodium diacetate.",56 g (2 ONZ)
Pepper,"Salt, spice, sugar, granulated garlic, granulated onion, lemon peel.",1.2 g (0.25 tsp)
"Pappy's Choice, Garlic Herb","Salt, spice, granulated garlic, granulated onion, sugar.",1.2 g (0.25 tsp)
"Pappy's, Lemon Pepper, Lemon","Salt, spice, sugar, granulated garlic,granulated onion, lemon peel..",1.2 g (0.25 tsp)
Excellence Dark Chocolate With Sea Salt,"Sugar, chocolate, cocoa butter, milkfat, soya lecithin (emulsifier), sea salt, artificial flavor.",40 g (4 SQUARES)
Hens Milk Chocolate,"Sugar, cocoa butter, milk, chocolate, lactose, skim milk, soya lecithin (emulsifier), barley malt powder, milkfat, artificial flavor.",35 g (1 PIEACE)
Gold Bunny Milk Chocolate,"Sugar, cocoa butter, milk, chocolate, lactose, skim milk, soya lecithin (emulsifier), barley malt powder,. milkfat, artificial flavor.",40 g (40 GRM)
Candy,"Sugar, cocoa butter, milk, chocolate, hazelnuts, skim milk, lactose, milkfat, soya lecithin (emulsifier), butterfat, barley malt powder, artificial flavor, salt.",41 g (6 PIECES)
Extra Dark Chocolate,"Chocolate, cocoa powder, cocoa butter, demerara sugar, bourbon vanilla beans.",40 g (4 SQUARE)
Frog Prince Milk Chocolate,"Sugar, cocoa butter, milk, chocolate, lactose, skim milk, soya lecithin (emulsifier), barley malt powder, artificial flavor.",40 g (4 PIECES)
Solid Milk Chocolate Eggs,"Milk chocolate (sugar, cocoa butter, milk, chocolate, lactose, skim milk, soya lecithin (emulsifier), barley malt powder, artificial flavor).",39 g (39 g)
Assorted Milk Chocolates,"Sugar, cocoa butter, milk, chocolate, coconut oil, skim milk, milkat, lactose, soya lecithin (emulsifier), barley malt powder, artificial flavor.",44 g (4 PIECES)
Milk Chocolate,"Sugar, cocoa butter, milk, chocolate, lactose, skim milk, soya lecithin (emulsifier), barley malt powder, milk fat, artificial flavor.",40 g (40 GRM)
Supreme Dark Chocolate,"Chocolate, cocoa butter, cocoa powder processed with alkali, sugar, bourbon vanilla beans.",40 g (4 SQUARES)
Milk Chocolate With A Coffee And Cream Filling,"Sugar, cocoa butter, palm oil, milk, chocolate, skim milk, cream, coffee, soya lecithin (emulsifier), lactose, natural and artificial flavors salt.",39 g (39 g)
"Gold Bunny & Friends, Milk Chocolate","Sugar, cocoa butter, milk, chocolate, lactose, skim milk, hazelnut paste, soya lecithin (emulsifier), barley malt powder, artificial flavor, butterfat.",35 g (3 PIECES)
Tyler Sash's Favorite Seasoning Mix,"Dehydrated onion and garlic, black pepper and sea salt",1 g (0.25 tsp)
Italian Olive Oil Spray,"100 % extra virgin olive 0% soy lecithin, and propellant. (no chlorofluorocarbons)",0.25 g (0.25 g)
"Mints, Candy Cane","Sugar, maltodextrin, rice starch, gum arabic, natural and artificial flavors (milk), magnesium stearate, carnauba wax, sucralose, carmine, beta-carotene.",0.48 g (1 PIECE)
Freshmints,"Sugar, maltodextrin, rice starch, gum arabic, fructose, natural and artificial flavors, magnesium stearate, carnauba wax.",0.49 g (1 PIECE)
Freshmints,"Sugar, maltodextrin, rice starch gum arabic, natural and artificial flavors, magnesium stearate, carnauba wax.",0.49 g (1 PIECE)
Mints,"Sugar, maltodextrin, gum arabic, artificial flavors, rice starch, magnesium stearate, isomalt, red 40, carnauba wax.",0.49 g (1 PIECE)
Flavored Mints,"Sugar, maltodextrin, gum arabic, tartaric acid, rice starch, citric acid, natural and artificial flavors, magnesium stearate, carnauba wax, blue 1.",0.49 g (1 PIECE)
"Mummy Mints, Orange","Sugar, maltodextrin, tartaric acid, natural and artificial flavors, rice starch, gum arabic, magnesium stearate, ascorbic acid, yellow 6, carnauba wax.",0.49 g (1 PIECE)
Freshmints,"Sugar, maltodextrin, rice starch, gum arabic, natural and artificial flavors, magnesium stearate, carnauba wax.",0.49 g (1 PIECE)
"Mints, Orange","Sugar, maltodextrin, tartaric acid, natural and artificial flavors, rice starch, gum arabic, magnesium, ascorbic acid, yellow 6, carnauba wax.",0.49 g (0.49 g)
Freshmints,"Sugar, maltodextrin, rice starch, gum arabic, natural and artificial flavors, magnesium stearate, carnauba mix.",49 g (49 g)
"Flavored Mints, Wintergreen","Sugar, maltodextrin, rice starch, gum arabic, natural and artificial flavors, magnesium stearate, carnauba wax, yellow 5, blue 1.",0.49 g (1 PIECE)
"Nutella, Hazelnut Spread With Cocoa","Sugar, palm oil, hazelnuts, cocoa, skim milk, whey (milk), lecithin as emulsifier (soy), vanillin: an artificial flavor.",37 g (2 Tbsp)
Mini Cups,"SUGAR, PALM OIL, _HAZELNUTS_, COCOA, SKIM _MILK_, REDUCED MINERALS WHEY (_MILK_), LECITHIN AS EMULSIFIER (_SOY_), VANILLIN: AN ARTIFICIAL FLAVOR.  ",2 mini cups (30 g)
Nutella,"Sugar, palm oil, _hazelnuts_, cocoa, skim _milk_, reduced minerals whey (_milk_), lecithin as emulsifier (_soja_), vanillin : an artificial flavor.",37 g (2 tbsp)
Nutella,"Sugar, Palm Oil, _Hazelnuts_, Cocoa, Skim _Milk_, Reduced Minerals Whey (_Milk_), Lecithin as emulsifier (_Soy_), Vanillin",37g
Nutella,"SUGAR, PALM OIL, _HAZELNUTS_, COCOA, SKIM MILK, REDUCED MINERALS WHEY (MILK), LECITHIN AS EMULSIFIER (SOY), VANILLIN: AN ARTIFICIAL FLAVOR",2 tbsp (37 g)
"Mountain Pure, Coconut Chips","Thailand coconuts, cane sugar and salt",20 g (20 GRM)
Julienne sliced sun dried tomatoes in olive oil,"Sun dried roma tomatoes, pure olive oil, garlic, herbs, spice, sulfur dioxide (for color retention).",19 g
Apricot Butter,"Apricot puree, corn syrup, high fructose corn syrup, pectin, citric acid",17 g (1 Tbsp)
"Hu, Crunchy Chocolate Bar, Banana","Cacao, organic coconut sugar, organic banana.",30 g (30 GRM)
"Get Back To Human, Crunchy Fig Chocolate Bar","Cacao, organic coconut sugar, almonds, organic figs",30 g (30 g)
"Get Back To Human, Chocolate Bar, Crunchy Mint","Cacao, organic sugar, cacao , pepper mint oil.",30 g (30 g)
"Get Back To Human, Chocolate Bar, Almond Butter + Puffed Quinoa","Cacao, almonds, organic puffed quinoa, organic coconut sugar",30 g (30 g)
Salty Chocolate Bar,"Cacao, organic coconut sugar, sea salt",30 g (30 g)
White Style Vinegar,"Water, acetic acid (4% acidity).",16 g (0.5 oz)
Gourmet Pizza Sauce,"Tomato concentrate (water, tomato paste), sugar, salt, soybean oil, garlic powder, oregano, citric acid, olive oil.",60 g (0.25 cup)
Marinara Sauce,"Fresh vine-ripened tomatoes, extra virgin olive oil, salt, garlic puree, carrot puree, onions, basil, sugar, oregano, black pepper and spice.",125 g (0.5 cup)
Enriched-Bleached Self-Rising Flour,"Enriched bleached wheat flour (wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), salt, monocalcium phosphate, baking soda.",30 g (0.25 cup)
Old Fashioned Stone Ground White Corn Meal,"Stone ground white corn meal, niacin, iron, thiamine mononitrate, riboflavin, folic acid.",30 g (0.25 cup)
Old Fashioned Stone Ground Yellow Corn Meal,"Stone ground yellow corn meal, niacin, iron, thiamine mononitrate, riboflavin, folic acid.",30 g (0.25 cup)
Mixed Nuts,"Almonds, walnuts, hazelnuts, pecans and brazil nuts.",30 g (30 g)
Walnut Topping,"Walnuts, bht (0.02%) added to preserve freshness.",30 g (0.25 cup)
"Of California, Shelled Walnuts","Walnuts, bht (0.02%) in corn oil added to preserve freshness",30 g (0.25 cup)
"Nutty Bites, Cinnamon Pecan","Pecans, cashews, cane sugar, rice syrup, puffed quinoa, puffed spelt, puffed khorasan wheat, sea salt, natural flavor, cinnamon.",85 g (1 PACKAGE)
"Nutty Bites, Banana Walnut","Cashews, cane sugar, dried bananas, walnuts, rice syrup, puffed quinoa, puffed spelt, puffed khorasan wheat, sea salt.",85 g (1 PACKAGE)
"Nutty Bites, Chai","Cashews, cane sugar, pumpkin seed kernels, almonds, rice syrup, puffed quinoa, puffed spelt, puffed khorasan wheat, sea salt, natural flavor.",85 g (1 PACKAGE)
Halves & Pieces Cashews,"Cashews, vegetable oil (safflower, sunflower, and/or canola oil), salt, rosemary extract (to preserve freshness).",35 g (1 BAG)
Glazed Pecans Pie,"Pecans, sugar, corn syrup, brown sugar, natural & artificial flavors, canola oil, vanilla, salt, soy lecithin (an emulsifier).",28 g (1 oz)
Premium Pecan Halves,"Pecans, bht (0.02%) added tom preserve freshness.",30 g (0.25 cup)
"Of California, Nut Toppings Glazed Pecans","Pecans, sugar, corn syrup, salt, conola oil, soy lecithin (an emulsifier), natural flavor, citric acid.",28 g (1 oz)
Chopped Hazelnuts,"Hazelnuts, bht (0.02%) added to preserve freshness.",30 g (0.25 cup)
Almonds,"Almonds, potato starch, cinnamon, natural flavors, dextrose, modified food starch, salt, spice, acesulfame potassium, sucralose",28 g (1 oz)
Cinnamon Roast Almonds,"Almonds, potato starch, cinnamon, natural flavors [soy], dextrose, modified food starch, salt, spice, acesulfame potassium, sucralose.",28 g (1 oz)
Almonds,"Almonds, sugar, clarified red raspberry juice concentrate, strawberry powder, canola oil, natural flavors (including raspberry), salt, soy lecithin, citric acid.",28 g (1 oz)
"100 Calorie Packs Cashews Halves & Pieces, Roasted & Salted","Cashews, vegetable oil (safflower, sunflower, and/or canola oil), salt, rosemary extract (to preserve freshness)",17.5 g (0.62 oz)
Deluxe Mixed Nuts,"Cashews, almonds, walnuts, brazil nuts, pecans, vegetable oil (safflower, sunflower, and/or canola oil), salt, rosemary extract (to preserve freshness).",28 g (0.25 CUP) | (ABOUT)
